N	x	y
7620	97	10
7621	-44	-48
7622	106	-22
7623	72	-47
7624	0	106
7625	89	7
7626	-1	109
7627	-42	-43
7628	2	110
7629	-102	18
7630	97	9
7631	-108	4
7632	-69	11
7633	-25	-99
7634	15	-54
7635	-7	94
7636	-6	117
7637	13	-81
7638	92	13
7639	22	-80
7640	-38	73
7641	72	-48
7642	61	44
7643	99	-23
7644	9	24
7645	79	-34
7646	10	94
7647	-86	26
7648	-103	18
7649	106	-4
7650	49	-6
7651	-58	-45
7652	12	-14
7653	-39	73
7654	-1	118
7655	79	-35
7656	42	-25
7657	21	-81
7658	64	17
7659	-114	15
7660	41	11
7661	-16	112
7662	11	75
7663	3	-63
7664	1	105
7665	61	43
7666	-2	115
7667	108	-5
7668	94	-28
7669	101	-7
7670	97	10
7671	73	22
7672	31	0
7673	109	-5
7674	72	-48
7675	-58	53
7676	-18	109
7677	55	48
7678	-25	-100
7679	108	-6
7680	-24	-92
7681	34	-62
7682	-91	5
7683	108	-22
7684	23	-80
7685	93	12
7686	-92	21
7687	-58	52
7688	-24	-98
7689	16	-85
7690	30	61
7691	23	-71
7692	80	4
7693	59	45
7694	7	-35
7695	-57	57
7696	32	52
7697	-37	62
7698	33	-63
7699	-108	1
7700	-45	-49
7701	15	-85
7702	24	-80
7703	23	-81
7704	-106	-20
7705	-5	-84
7706	-12	-56
7707	-1	117
7708	74	20
7709	28	65
7710	-58	-43
7711	108	-23
7712	-11	-89
7713	-106	-20
7714	-25	-101
7715	-17	98
7716	-84	-20
7717	109	-5
7718	73	23
7719	97	11
7720	-49	59
7721	-37	-24
7722	-39	74
7723	89	-29
7724	-102	-23
7725	-3	22
7726	-105	-21
7727	3	110
7728	-33	78
7729	9	77
7730	75	-39
7731	-107	-14
7732	11	94
7733	-109	19
7734	-4	118
7735	-108	-17
7736	-23	86
7737	-108	-14
7738	-25	-102
7739	0	39
7740	28	65
7741	-26	65
7742	-58	-42
7743	90	13
7744	108	-24
7745	-52	39
7746	-2	121
7747	-25	-103
7748	-92	-18
7749	108	-6
7750	-24	-101
7751	101	-6
7752	73	-26
7753	-26	-99
7754	15	-86
7755	30	62
7756	-90	25
7757	95	-29
7758	-85	22
7759	16	-85
7760	-108	5
7761	-10	-72
7762	-57	57
7763	-98	-2
7764	88	13
7765	-53	39
7766	-25	-93
7767	-108	10
7768	0	104
7769	-22	-96
7770	-12	-91
7771	-26	-102
7772	75	-46
7773	-113	19
7774	88	14
7775	106	-3
7776	-25	-103
7777	99	-28
7778	-29	-77
7779	-108	7
7780	-100	-8
7781	90	7
7782	20	57
7783	12	94
7784	-26	-102
7785	109	-23
7786	-109	1
7787	-5	118
7788	29	-66
7789	-13	-91
7790	20	57
7791	87	14
7792	46	40
7793	29	65
7794	-98	-20
7795	2	111
7796	-28	33
7797	-48	-49
7798	14	-82
7799	108	-6
7800	-35	-18
7801	-2	122
7802	-57	-46
7803	-116	12
7804	-76	-23
7805	-85	22
7806	106	-13
7807	87	15
7808	-2	122
7809	-27	-102
7810	-56	58
7811	-40	-38
7812	-13	-92
7813	-17	110
7814	-18	107
7815	-102	-23
7816	107	-13
7817	108	-7
7818	-109	-17
7819	30	65
7820	-8	-90
7821	5	-33
7822	77	-44
7823	-19	107
7824	105	-5
7825	107	-10
7826	-117	12
7827	12	75
7828	-111	21
7829	108	-24
7830	-107	0
7831	50	48
7832	4	-62
7833	53	-31
7834	-40	74
7835	-2	122
7836	30	-65
7837	108	-24
7838	-83	4
7839	14	-76
7840	-51	47
7841	108	-9
7842	-21	-94
7843	21	-68
7844	-90	26
7845	13	-82
7846	-24	-103
7847	109	-23
7848	-30	-87
7849	-36	74
7850	-52	-3
7851	-30	-87
7852	-97	-19
7853	15	-87
7854	71	-48
7855	78	-44
7856	-27	-102
7857	-90	26
7858	-7	117
7859	12	42
7860	-19	109
7861	-76	-24
7862	-1	119
7863	-112	20
7864	26	62
7865	-42	-9
7866	-102	-23
7867	55	49
7868	77	-45
7869	-30	-77
7870	-109	5
7871	11	95
7872	-116	13
7873	7	-33
7874	-1	-22
7875	-28	-81
7876	79	-44
7877	-94	23
7878	107	-19
7879	24	-79
7880	-21	-94
7881	-48	15
7882	-27	-99
7883	-25	-104
7884	-91	-18
7885	-59	53
7886	-108	-14
7887	-20	107
7888	73	-47
7889	-55	-45
7890	14	-48
7891	3	37
7892	55	50
7893	25	-80
7894	-92	25
7895	-95	23
7896	25	-80
7897	-28	93
7898	100	-28
7899	-105	-21
7900	61	42
7901	-7	-90
7902	-64	-23
7903	-22	-97
7904	68	17
7905	-25	86
7906	-49	-49
7907	-35	71
7908	-21	-96
7909	-107	-13
7910	-118	12
7911	34	-56
7912	-25	-104
7913	59	6
7914	97	8
7915	-40	74
7916	73	24
7917	-49	-50
7918	-32	-86
7919	-5	119
7920	7	-20
7921	32	0
7922	-1	122
7923	17	-83
7924	-112	20
7925	15	-87
7926	106	-14
7927	-7	117
7928	-19	109
7929	15	-87
7930	-28	93
7931	1	105
7932	62	42
7933	36	52
7934	-49	59
7935	109	-5
7936	31	17
7937	-26	-103
7938	-110	-17
7939	58	-7
7940	-33	-86
7941	-16	113
7942	-16	113
7943	-119	12
7944	-114	19
7945	-17	110
7946	86	14
7947	6	96
7948	-56	58
7949	73	25
7950	-44	-48
7951	34	-61
7952	15	-88
7953	19	-81
7954	-41	53
7955	-107	-12
7956	-102	-24
7957	12	95
7958	16	-29
7959	16	56
7960	21	-23
7961	17	-83
7962	108	-19
7963	-27	-102
7964	-27	-102
7965	62	44
7966	-8	117
7967	-28	-102
7968	24	-72
7969	77	-45
7970	87	15
7971	-98	-20
7972	-52	-43
7973	70	-45
7974	-9	117
7975	-86	27
7976	87	16
7977	56	48
7978	-48	54
7979	71	-49
7980	-57	57
7981	-23	102
7982	-17	111
7983	-3	66
7984	-3	-42
7985	98	9
7986	72	-49
7987	77	-46
7988	-107	-20
7989	-30	-78
7990	-111	13
7991	-110	1
7992	-111	1
7993	107	-3
7994	-20	-56
7995	-28	-103
7996	-25	-104
7997	-29	92
7998	88	-28
7999	-3	122
8000	73	-49
8001	30	66
8002	-20	108
8003	-85	27
8004	-25	-104
8005	-41	-43
8006	63	44
8007	-1	116
8008	-3	101
8009	-110	-17
8010	-39	75
8011	-39	76
8012	23	-81
8013	-9	117
8014	-33	-86
8015	30	67
8016	13	95
8017	-86	28
8018	-120	12
8019	-17	113
8020	-108	0
8021	63	45
8022	-3	119
8023	100	-29
8024	-26	86
8025	-26	-104
8026	109	-23
8027	-56	58
8028	88	15
8029	-23	-98
8030	44	38
8031	107	-23
8032	-15	113
8033	-40	75
8034	33	-64
8035	-9	117
8036	19	-77
8037	97	12
8038	-55	-4
8039	25	-79
8040	-20	-96
8041	4	-42
8042	-3	122
8043	31	65
8044	54	-39
8045	-73	20
8046	109	-22
8047	73	-50
8048	79	-31
8049	-34	77
8050	72	-50
8051	-59	-43
8052	3	110
8053	-20	-97
8054	12	93
8055	-28	-99
8056	73	-10
8057	-70	-1
8058	-57	57
8059	-121	12
8060	-26	-93
8061	-58	-23
8062	33	-65
8063	-108	-1
8064	100	-29
8065	-111	0
8066	86	-7
8067	-113	20
8068	106	-2
8069	110	-22
8070	11	96
8071	-23	102
8072	98	10
8073	-77	-23
8074	4	-60
8075	-108	-12
8076	-23	102
8077	-20	108
8078	-20	-98
8079	-120	13
8080	-85	-15
8081	-26	-105
8082	-18	-80
8083	0	122
8084	-107	-21
8085	77	-46
8086	106	-2
8087	-20	-99
8088	-96	23
8089	-33	-85
8090	92	13
8091	-109	-12
8092	107	-11
8093	-110	21
8094	-52	38
8095	-18	111
8096	-108	19
8097	-57	-47
8098	15	-89
8099	-59	-45
8100	53	-34
8101	-114	19
8102	46	7
8103	-12	-91
8104	108	-10
8105	-99	-20
8106	-27	-105
8107	75	-47
8108	3	110
8109	47	12
8110	-76	-24
8111	-107	-22
8112	10	96
8113	-29	-102
8114	55	51
8115	30	62
8116	78	-45
8117	-120	14
8118	8	-35
8119	94	11
8120	-3	123
8121	-78	-24
8122	79	2
8123	-9	-16
8124	14	-88
8125	-106	16
8126	-32	-87
8127	-112	0
8128	-40	53
8129	-27	-105
8130	-18	112
8131	-109	21
8132	70	-45
8133	-40	73
8134	12	96
8135	-28	90
8136	-40	73
8137	-50	-50
8138	-9	117
8139	63	46
8140	32	65
8141	106	-2
8142	-27	-105
8143	23	-70
8144	-3	123
8145	72	-51
8146	-37	42
8147	-21	107
8148	-114	20
8149	24	16
8150	-6	-90
8151	100	-30
8152	25	-81
8153	89	14
8154	-59	53
8155	-28	-104
8156	-97	-19
8157	32	-5
8158	-86	29
8159	-1	108
8160	-113	0
8161	-57	-47
8162	-81	-23
8163	109	-7
8164	24	-72
8165	-85	28
8166	105	-3
8167	62	46
8168	-121	13
8169	-115	14
8170	-85	28
8171	92	14
8172	-28	-99
8173	64	16
8174	14	-88
8175	74	23
8176	0	122
8177	-16	114
8178	-57	57
8179	6	96
8180	108	-3
8181	108	-25
8182	-29	-99
8183	76	16
8184	-108	-22
8185	63	46
8186	-26	-92
8187	78	-46
8188	-28	-87
8189	-30	-102
8190	-43	-46
8191	75	-39
8192	-30	92
8193	98	9
8194	100	-31
8195	26	-80
8196	-78	-24
8197	-31	-102
8198	-108	-20
8199	-29	-98
8200	-19	112
8201	-16	114
8202	17	1
8203	26	-1
8204	-4	79
8205	11	97
8206	-2	27
8207	-89	-17
8208	39	47
8209	-102	-25
8210	33	-66
8211	-50	21
8212	-25	99
8213	-24	-99
8214	-103	19
8215	86	16
8216	-25	-104
8217	-113	-1
8218	-3	123
8219	79	-44
8220	108	-19
8221	-120	11
8222	-57	-47
8223	-111	22
8224	11	97
8225	-31	-103
8226	110	-22
8227	-101	-22
8228	-6	-90
8229	108	-26
8230	15	-46
8231	100	-31
8232	-108	21
8233	-4	123
8234	-86	30
8235	63	43
8236	-30	-88
8237	-116	14
8238	107	-25
8239	-4	124
8240	-24	102
8241	110	-21
8242	74	18
8243	-60	-45
8244	110	-5
8245	-25	-74
8246	23	-81
8247	0	123
8248	15	-35
8249	33	65
8250	-33	-84
8251	110	-6
8252	62	42
8253	71	-50
8254	108	-13
8255	-108	-22
8256	-23	12
8257	-5	123
8258	-113	-1
8259	99	-27
8260	47	7
8261	-14	113
8262	37	-10
8263	35	-55
8264	-1	96
8265	3	110
8266	-27	95
8267	62	41
8268	93	13
8269	-23	-103
8270	27	61
8271	100	-32
8272	-29	-83
8273	69	-45
8274	-32	-103
8275	-64	-26
8276	-30	-76
8277	108	-18
8278	26	-81
8279	-86	31
8280	-4	125
8281	-22	107
8282	-122	13
8283	108	-14
8284	52	32
8285	-23	-103
8286	4	110
8287	111	-21
8288	-57	-41
8289	-18	113
8290	-16	115
8291	-61	-45
8292	-75	-24
8293	93	-28
8294	24	-78
8295	111	-6
8296	13	-88
8297	-8	116
8298	108	-2
8299	-82	-23
8300	13	-89
8301	4	-40
8302	-92	26
8303	-85	30
8304	-27	-106
8305	79	-46
8306	-107	-23
8307	-2	74
8308	78	-11
8309	95	-30
8310	-23	-104
8311	97	8
8312	106	-2
8313	-26	-106
8314	-111	-17
8315	-18	114
8316	33	-67
8317	109	-25
8318	15	-89
8319	1	105
8320	-28	-106
8321	84	-22
8322	-22	-104
8323	-57	-47
8324	64	46
8325	16	-88
8326	-50	35
8327	-52	37
8328	73	-47
8329	79	-44
8330	72	-52
8331	101	-30
8332	-30	-98
8333	-92	27
8334	55	-39
8335	-122	14
8336	80	-35
8337	-112	-17
8338	108	-11
8339	71	-19
8340	-109	-20
8341	6	68
8342	64	47
8343	-23	-105
8344	108	-1
8345	-49	-51
8346	-111	-18
8347	99	9
8348	31	67
8349	-111	-19
8350	64	44
8351	-25	-106
8352	39	47
8353	-61	-26
8354	99	-31
8355	-13	113
8356	33	-67
8357	-6	-41
8358	36	-55
8359	-123	14
8360	-14	-92
8361	-33	-103
8362	-114	-1
8363	78	-43
8364	-107	-23
8365	-23	-106
8366	55	31
8367	-112	-17
8368	-108	22
8369	73	25
8370	97	13
8371	65	46
8372	-52	40
8373	75	17
8374	15	-90
8375	12	97
8376	26	-79
8377	-123	15
8378	-21	-69
8379	101	-32
8380	109	-3
8381	108	0
8382	35	-61
8383	110	-22
8384	0	124
8385	-54	57
8386	13	93
8387	86	-28
8388	-112	-19
8389	112	-21
8390	27	-79
8391	-82	-24
8392	-9	118
8393	-25	85
8394	109	-25
8395	-33	-103
8396	101	-32
8397	62	46
8398	-47	56
8399	-5	125
8400	-31	-98
8401	-34	-18
8402	-26	-107
8403	-113	-17
8404	13	97
8405	-27	-107
8406	-5	126
8407	108	1
8408	-108	22
8409	-8	-91
8410	34	-65
8411	31	68
8412	1	123
8413	-85	21
8414	-28	94
8415	71	-52
8416	26	-82
8417	-96	24
8418	-114	-1
8419	-51	-50
8420	-123	14
8421	62	6
8422	25	-53
8423	-33	-87
8424	26	49
8425	26	-82
8426	73	-52
8427	-22	-104
8428	98	-12
8429	-20	-55
8430	-28	-107
8431	40	21
8432	15	-91
8433	100	-33
8434	73	-52
8435	-25	54
8436	110	-3
8437	97	14
8438	-6	126
8439	-120	10
8440	29	67
8441	-93	26
8442	-75	10
8443	14	93
8444	72	21
8445	65	46
8446	-28	94
8447	-84	22
8448	-40	-43
8449	-92	28
8450	76	16
8451	-120	14
8452	-114	21
8453	-25	99
8454	-28	-76
8455	0	122
8456	1	123
8457	1	124
8458	109	1
8459	108	2
8460	112	-6
8461	-56	59
8462	54	33
8463	102	-32
8464	97	15
8465	109	-11
8466	-115	21
8467	-17	115
8468	-107	-24
8469	-26	-108
8470	64	7
8471	-42	-45
8472	2	112
8473	-69	-11
8474	-122	13
8475	-22	-72
8476	112	-22
8477	-20	112
8478	-32	-88
8479	108	2
8480	-5	127
8481	-51	-51
8482	-62	-45
8483	26	-83
8484	102	-30
8485	-5	127
8486	-29	-107
8487	-32	-104
8488	26	-83
8489	-109	-22
8490	-71	-9
8491	-13	74
8492	80	3
8493	-32	-98
8494	-51	-51
8495	11	89
8496	-115	22
8497	-2	-66
8498	73	26
8499	55	39
8500	51	49
8501	2	124
8502	3	97
8503	-115	21
8504	112	-6
8505	-87	31
8506	-113	-19
8507	-101	-25
8508	-62	-46
8509	74	-52
8510	-23	-107
8511	27	-83
8512	57	33
8513	79	-36
8514	-4	126
8515	-6	126
8516	-58	57
8517	100	9
8518	65	45
8519	-107	-24
8520	74	-53
8521	110	-2
8522	74	-54
8523	-16	19
8524	31	-54
8525	-33	-83
8526	73	-53
8527	-29	-106
8528	-6	126
8529	-3	123
8530	-22	-106
8531	-36	-6
8532	97	8
8533	33	-68
8534	74	-55
8535	29	68
8536	-49	-52
8537	-32	-102
8538	-82	4
8539	-84	-17
8540	61	45
8541	-30	92
8542	-92	28
8543	-3	126
8544	-108	22
8545	-2	126
8546	-36	75
8547	-113	-17
8548	-52	36
8549	-108	22
8550	-58	51
8551	-23	-108
8552	2	124
8553	-28	95
8554	4	111
8555	72	26
8556	109	-18
8557	-124	14
8558	9	78
8559	-113	-19
8560	-56	59
8561	75	17
8562	-111	1
8563	112	-20
8564	-30	-75
8565	74	-56
8566	-23	103
8567	-22	-69
8568	79	-43
8569	0	108
8570	-34	-19
8571	-12	-91
8572	-106	-23
8573	76	16
8574	113	-20
8575	14	-91
8576	-111	23
8577	20	56
8578	70	-52
8579	-115	23
8580	75	-54
8581	32	67
8582	100	-23
8583	-40	76
8584	-26	-108
8585	-33	-98
8586	-36	75
8587	20	6
8588	-60	-45
8589	108	-17
8590	-103	19
8591	14	97
8592	27	-83
8593	-20	113
8594	-120	15
8595	-19	109
8596	40	-36
8597	10	96
8598	36	-55
8599	-26	-109
8600	3	36
8601	34	-67
8602	-59	51
8603	41	-42
8604	-29	-106
8605	-30	-106
8606	2	125
8607	-25	54
8608	12	76
8609	14	95
8610	102	-32
8611	33	67
8612	55	30
8613	111	-3
8614	-26	-109
8615	63	41
8616	7	89
8617	-54	57
8618	-11	74
8619	64	41
8620	-114	-19
8621	109	-25
8622	-97	24
8623	-108	23
8624	-124	14
8625	-7	126
8626	-125	14
8627	-30	-8
8628	-19	109
8629	-33	-88
8630	-29	95
8631	-2	127
8632	-113	-16
8633	-26	-110
8634	31	54
8635	100	-34
8636	37	-55
8637	-92	28
8638	-24	97
8639	-21	112
8640	98	15
8641	-27	-110
8642	-22	107
8643	98	15
8644	-28	96
8645	110	-1
8646	35	-65
8647	-34	-87
8648	-114	-17
8649	-114	-1
8650	-115	24
8651	15	-92
8652	-25	55
8653	-114	-19
8654	70	-53
8655	113	-6
8656	113	-20
8657	75	23
8658	50	47
8659	-27	-111
8660	112	-3
8661	-28	96
8662	109	-25
8663	0	116
8664	16	-89
8665	86	17
8666	113	-19
8667	69	-52
8668	94	-29
8669	100	9
8670	-97	25
8671	65	46
8672	47	29
8673	51	50
8674	-1	127
8675	-68	16
8676	-30	-106
8677	45	11
8678	-1	127
8679	109	-17
8680	90	14
8681	-29	95
8682	-48	-17
8683	35	-24
8684	-16	116
8685	-25	99
8686	55	-36
8687	27	-81
8688	12	98
8689	-76	-23
8690	-108	-11
8691	1	-58
8692	90	-13
8693	31	68
8694	-28	-80
8695	-98	24
8696	98	14
8697	-26	88
8698	15	-93
8699	114	-6
8700	-10	118
8701	-58	57
8702	73	19
8703	-40	77
8704	112	-23
8705	80	-34
8706	80	-46
8707	32	53
8708	113	-18
8709	15	-94
8710	3	-52
8711	56	-39
8712	-121	15
8713	31	68
8714	51	51
8715	101	-29
8716	29	69
8717	-112	1
8718	113	-3
8719	-123	16
8720	-125	15
8721	-115	25
8722	90	14
8723	14	-94
8724	3	112
8725	110	0
8726	42	24
8727	-21	-60
8728	35	-61
8729	39	52
8730	16	-93
8731	-126	14
8732	-57	-48
8733	-12	-91
8734	13	76
8735	14	-92
8736	114	-6
8737	-5	128
8738	-26	-111
8739	112	-24
8740	-26	-112
8741	-34	-98
8742	85	-22
8743	65	47
8744	110	0
8745	12	-82
8746	-107	-24
8747	54	-29
8748	-60	53
8749	33	68
8750	56	-39
8751	-17	116
8752	17	-93
8753	-51	-52
8754	-52	-51
8755	-21	113
8756	9	-20
8757	65	41
8758	-115	25
8759	-115	25
8760	14	-94
8761	113	-3
8762	26	-84
8763	11	97
8764	-28	-110
8765	-7	126
8766	-86	31
8767	-34	-84
8768	103	-32
8769	-27	-75
8770	-31	0
8771	-19	-97
8772	-64	-25
8773	65	48
8774	70	-53
8775	24	-47
8776	-94	26
8777	5	111
8778	-12	63
8779	16	-90
8780	-86	32
8781	31	68
8782	75	-54
8783	29	70
8784	-10	-50
8785	-15	115
8786	-19	-96
8787	-33	39
8788	13	77
8789	51	51
8790	-1	103
8791	-30	-106
8792	-22	107
8793	-116	23
8794	-2	128
8795	-26	-112
8796	12	-69
8797	-62	-47
8798	-5	129
8799	69	-52
8800	-59	0
8801	-35	-98
8802	14	98
8803	-21	108
8804	55	-40
8805	68	-52
8806	114	-7
8807	-59	50
8808	114	-5
8809	65	44
8810	-23	-101
8811	21	-45
8812	-43	-48
8813	-23	-109
8814	79	-42
8815	-29	96
8816	-86	32
8817	73	27
8818	39	22
8819	34	68
8820	14	-87
8821	-5	-84
8822	17	-93
8823	30	69
8824	-28	90
8825	99	15
8826	33	-69
8827	-51	-52
8828	51	51
8829	-6	-91
8830	-103	-25
8831	61	46
8832	-111	23
8833	74	26
8834	112	-24
8835	100	-35
8836	-108	24
8837	-86	33
8838	114	-19
8839	-52	8
8840	103	-33
8841	15	-95
8842	-21	-106
8843	-121	10
8844	-59	57
8845	-94	27
8846	-60	-44
8847	38	52
8848	88	15
8849	114	-7
8850	115	-6
8851	-125	13
8852	5	110
8853	-126	14
8854	81	-34
8855	-97	-18
8856	-32	-97
8857	-21	-56
8858	-75	-25
8859	109	-16
8860	-28	-110
8861	95	-30
8862	17	-93
8863	4	112
8864	-119	10
8865	75	-53
8866	-31	43
8867	13	-94
8868	0	116
8869	-55	59
8870	5	97
8871	-25	-112
8872	108	-27
8873	26	-84
8874	-65	-26
8875	-108	24
8876	-22	113
8877	99	10
8878	-5	129
8879	16	-90
8880	81	-46
8881	-35	46
8882	-22	114
8883	-30	95
8884	-33	-97
8885	-29	91
8886	10	29
8887	-52	-51
8888	-62	-47
8889	66	41
8890	113	-22
8891	-122	10
8892	-22	114
8893	-22	115
8894	30	59
8895	-40	43
8896	81	-46
8897	81	-35
8898	6	110
8899	-6	98
8900	20	-71
8901	-44	38
8902	2	123
8903	29	-55
8904	96	14
8905	15	-96
8906	7	-10
8907	-65	-9
8908	76	23
8909	103	-34
8910	-108	-10
8911	-127	14
8912	-21	-104
8913	-7	127
8914	-30	-107
8915	-39	76
8916	109	1
8917	-29	-110
8918	-26	-112
8919	-97	26
8920	80	-42
8921	40	46
8922	-122	12
8923	-18	90
8924	6	97
8925	70	-53
8926	88	-23
8927	23	48
8928	70	-42
8929	35	-66
8930	-41	73
8931	-6	128
8932	-26	-112
8933	3	124
8934	66	41
8935	-127	13
8936	109	-25
8937	-56	59
8938	28	-83
8939	76	24
8940	86	18
8941	33	0
8942	-63	-46
8943	-16	-7
8944	-102	-26
8945	81	-46
8946	52	2
8947	-11	118
8948	-18	-97
8949	-50	59
8950	75	15
8951	-51	-40
8952	-22	39
8953	42	40
8954	-5	129
8955	-8	126
8956	13	-92
8957	12	99
8958	108	2
8959	-10	-49
8960	-13	-5
8961	-20	-106
8962	79	-36
8963	-1	128
8964	-23	115
8965	14	98
8966	-53	-51
8967	-42	73
8968	74	-57
8969	114	-19
8970	-61	-27
8971	112	-25
8972	100	9
8973	114	-20
8974	50	51
8975	-20	109
8976	35	-61
8977	115	-6
8978	-1	-21
8979	14	-96
8980	-34	-87
8981	63	47
8982	79	-47
8983	26	-85
8984	-115	-17
8985	68	-52
8986	-15	-58
8987	-100	13
8988	-75	-26
8989	15	98
8990	108	3
8991	116	-6
8992	-109	-23
8993	55	52
8994	111	0
8995	-4	128
8996	103	-35
8997	3	49
8998	73	-57
8999	-23	-110
9000	15	98
9001	-125	16
9002	17	-94
9003	-34	-97
9004	-28	-111
9005	30	-60
9006	24	-34
9007	51	52
9008	-5	129
9009	-128	14
9010	-51	-32
9011	98	16
9012	112	-26
9013	-56	15
9014	42	-42
9015	-22	-109
9016	25	-84
9017	-26	-113
9018	-61	-44
9019	13	99
9020	34	69
9021	-36	72
9022	-128	15
9023	39	47
9024	-110	-23
9025	81	-46
9026	33	65
9027	-99	24
9028	51	53
9029	115	-19
9030	92	14
9031	-42	-43
9032	-31	-75
9033	-5	130
9034	96	-26
9035	-109	-24
9036	-129	14
9037	-5	131
9038	18	-83
9039	34	-64
9040	-25	-112
9041	30	61
9042	35	-62
9043	110	-17
9044	14	-96
9045	16	-95
9046	-88	31
9047	-51	-52
9048	75	-57
9049	-40	78
9050	12	100
9051	-109	-25
9052	-5	131
9053	36	-54
9054	65	48
9055	37	-19
9056	-15	29
9057	-63	-45
9058	-24	115
9059	103	-36
9060	26	-85
9061	73	-58
9062	-28	97
9063	-123	17
9064	-107	-25
9065	16	98
9066	-24	115
9067	107	3
9068	13	99
9069	-95	-10
9070	-4	131
9071	29	71
9072	-108	25
9073	115	-20
9074	2	126
9075	-101	-25
9076	-114	-2
9077	-43	-12
9078	-37	64
9079	-43	9
9080	15	-97
9081	16	-95
9082	66	42
9083	100	15
9084	-114	-2
9085	55	-41
9086	-25	-113
9087	85	-9
9088	-45	-50
9089	96	14
9090	117	-6
9091	51	53
9092	-116	22
9093	-22	-110
9094	43	-42
9095	111	-26
9096	-8	127
9097	74	26
9098	-41	78
9099	50	49
9100	94	-30
9101	-42	78
9102	-17	3
9103	14	92
9104	-27	-112
9105	-98	-20
9106	-53	-51
9107	-56	60
9108	-31	95
9109	0	127
9110	103	-31
9111	117	-6
9112	-2	129
9113	-53	-52
9114	114	-22
9115	2	126
9116	-32	95
9117	17	-92
9118	-49	-53
9119	-115	-2
9120	-59	57
9121	73	-58
9122	-108	-1
9123	-25	-82
9124	104	-35
9125	-11	118
9126	102	-36
9127	63	40
9128	1	127
9129	102	-37
9130	-76	-26
9131	-97	27
9132	5	112
9133	-123	10
9134	68	-52
9135	113	-26
9136	96	14
9137	116	-19
9138	113	-26
9139	92	-28
9140	101	15
9141	36	-65
9142	-6	131
9143	-26	-114
9144	18	-84
9145	-33	95
9146	-61	-47
9147	-53	-53
9148	-5	132
9149	13	-96
9150	55	53
9151	-129	14
9152	98	16
9153	18	-92
9154	76	-53
9155	-31	-107
9156	10	77
9157	26	-85
9158	105	-35
9159	10	46
9160	55	54
9161	102	-38
9162	-32	-75
9163	66	40
9164	3	126
9165	75	-57
9166	65	48
9167	12	-96
9168	-23	116
9169	114	-19
9170	99	-27
9171	107	3
9172	-24	116
9173	-19	0
9174	-79	-23
9175	-32	-89
9176	99	8
9177	-28	-112
9178	-45	-50
9179	-111	2
9180	35	69
9181	-42	77
9182	-31	96
9183	56	52
9184	-114	-1
9185	-54	-51
9186	25	20
9187	-92	28
9188	-15	91
9189	113	-2
9190	-24	-112
9191	76	-53
9192	-116	23
9193	-57	60
9194	-50	-1
9195	-119	9
9196	-123	9
9197	15	99
9198	-26	-114
9199	-115	-17
9200	-51	-53
9201	38	53
9202	51	54
9203	98	-31
9204	-46	37
9205	-59	54
9206	-125	12
9207	-101	-25
9208	41	12
9209	114	-23
9210	11	-96
9211	6	112
9212	70	-53
9213	55	55
9214	-24	116
9215	-125	16
9216	56	55
9217	-1	128
9218	-58	60
9219	-18	-98
9220	113	-18
9221	33	65
9222	-9	119
9223	-19	-99
9224	5	113
9225	108	-28
9226	56	51
9227	-123	9
9228	80	-44
9229	-100	24
9230	86	18
9231	100	9
9232	-31	-107
9233	-24	103
9234	-35	-98
9235	117	-5
9236	-54	-52
9237	-64	-46
9238	101	-37
9239	16	-96
9240	74	-58
9241	17	-30
9242	43	-42
9243	-116	-17
9244	-35	-87
9245	-51	-38
9246	-1	129
9247	-5	-90
9248	34	-69
9249	11	-96
9250	-115	-19
9251	-28	-88
9252	-125	17
9253	5	113
9254	-121	9
9255	54	-29
9256	74	-59
9257	-48	20
9258	19	-92
9259	107	4
9260	-36	-37
9261	115	-23
9262	-85	32
9263	-59	50
9264	-115	26
9265	35	-69
9266	-35	-99
9267	116	-5
9268	10	-96
9269	-111	-23
9270	66	47
9271	-60	53
9272	16	99
9273	90	15
9274	14	93
9275	114	-3
9276	101	15
9277	-1	46
9278	75	-56
9279	-128	13
9280	-23	117
9281	16	100
9282	63	48
9283	35	69
9284	73	-59
9285	96	15
9286	-53	36
9287	-20	-100
9288	7	112
9289	-32	-96
9290	-36	11
9291	104	-36
9292	-22	117
9293	-109	5
9294	-108	11
9295	109	-28
9296	86	8
9297	116	-23
9298	-129	13
9299	1	116
9300	-25	-114
9301	72	-57
9302	55	-42
9303	-42	79
9304	-18	-98
9305	7	113
9306	-31	-107
9307	-115	-3
9308	-30	-110
9309	73	27
9310	-29	90
9311	-25	-115
9312	81	-46
9313	-2	102
9314	-75	-9
9315	-98	25
9316	-25	102
9317	104	-34
9318	118	-5
9319	37	-56
9320	4	126
9321	-4	132
9322	117	-4
9323	67	42
9324	-20	-105
9325	-25	47
9326	-33	-89
9327	-115	27
9328	-59	55
9329	-126	17
9330	4	125
9331	67	41
9332	116	-23
9333	-33	95
9334	97	16
9335	-58	60
9336	-4	133
9337	-32	-75
9338	4	127
9339	-98	25
9340	-10	2
9341	-31	64
9342	-23	117
9343	57	-13
9344	6	-10
9345	-31	-110
9346	81	-44
9347	-22	117
9348	106	-35
9349	27	-28
9350	-43	78
9351	34	-52
9352	12	92
9353	-33	-103
9354	-65	-24
9355	-18	71
9356	-100	24
9357	-18	-79
9358	28	-82
9359	-30	-8
9360	27	-22
9361	56	-37
9362	34	18
