N	x	y
16656	108	42
16657	-117	45
16658	-39	-98
16659	123	-59
16660	-69	52
16661	-46	130
16662	26	170
16663	142	7
16664	-53	-141
16665	-118	-50
16666	-152	30
16667	120	22
16668	-9	152
16669	-83	-34
16670	-82	-31
16671	4	-100
16672	-25	140
16673	-142	-32
16674	-33	129
16675	150	3
16676	-53	-141
16677	58	34
16678	-15	-146
16679	-137	-38
16680	108	42
16681	-106	-18
16682	116	31
16683	-8	165
16684	118	-63
16685	107	42
16686	41	103
16687	-112	47
16688	109	42
16689	-125	-50
16690	-84	43
16691	73	-82
16692	-16	-146
16693	142	-44
16694	123	15
16695	-38	105
16696	28	155
16697	33	-110
16698	143	-42
16699	-62	-131
16700	0	178
16701	142	-44
16702	0	178
16703	62	76
16704	24	152
16705	114	-57
16706	49	82
16707	-14	-147
16708	-164	16
16709	98	-10
16710	-53	-142
16711	-5	-78
16712	79	-70
16713	-43	117
16714	-13	-146
16715	-9	118
16716	-10	154
16717	108	43
16718	24	172
16719	119	-61
16720	26	153
16721	28	154
16722	-139	44
16723	-12	-138
16724	73	-20
16725	132	-49
16726	-8	165
16727	-47	86
16728	37	112
16729	-166	26
16730	142	-45
16731	-35	-74
16732	124	9
16733	-120	-54
16734	71	-51
16735	-147	-15
16736	-13	-146
16737	-61	-133
16738	71	67
16739	-13	-50
16740	50	13
16741	-25	-140
16742	-9	165
16743	11	101
16744	17	178
16745	-13	-145
16746	28	156
16747	-37	-75
16748	75	-84
16749	-92	6
16750	111	15
16751	138	-39
16752	67	-15
16753	124	10
16754	-42	-126
16755	-164	15
16756	15	11
16757	-119	-52
16758	108	44
16759	70	-84
16760	-139	44
16761	-115	48
16762	122	-39
16763	-138	44
16764	-9	166
16765	-152	18
16766	-60	-134
16767	117	31
16768	-46	131
16769	84	-70
16770	76	-84
16771	-124	-46
16772	149	4
16773	-10	165
16774	-133	-39
16775	-121	33
16776	-150	32
16777	16	-112
16778	-60	-135
16779	64	79
16780	108	44
16781	123	-59
16782	34	-109
16783	-140	34
16784	-113	48
16785	148	-10
16786	-19	139
16787	-108	6
16788	8	-113
16789	118	31
16790	-168	24
16791	-42	-37
16792	-23	-136
16793	-37	129
16794	140	-24
16795	68	76
16796	-13	82
16797	20	106
16798	-140	43
16799	-165	17
16800	154	1
16801	-48	-89
16802	-121	-50
16803	-149	32
16804	44	105
16805	109	44
16806	-60	-135
16807	-54	-23
16808	148	-11
16809	39	-94
16810	142	7
16811	-108	-34
16812	-1	22
16813	-45	131
16814	143	8
16815	26	168
16816	-59	90
16817	-28	-139
16818	-60	-28
16819	-38	-137
16820	-70	-129
16821	-18	-146
16822	154	-1
16823	34	-110
16824	34	109
16825	-28	140
16826	-168	23
16827	-116	-24
16828	18	177
16829	124	3
16830	-125	-50
16831	-152	30
16832	-46	-110
16833	-21	21
16834	115	-60
16835	-72	-53
16836	41	-60
16837	-69	64
16838	-40	18
16839	43	106
16840	-21	-148
16841	57	54
16842	-71	21
16843	-43	98
16844	83	10
16845	132	-49
16846	38	112
16847	0	178
16848	-133	36
16849	109	42
16850	81	42
16851	-43	102
16852	64	79
16853	28	157
16854	73	29
16855	18	177
16856	79	12
16857	110	37
16858	143	-45
16859	37	21
16860	-23	-147
16861	-56	84
16862	-6	-27
16863	56	41
16864	-111	-45
16865	51	-37
16866	-117	-50
16867	2	117
16868	120	23
16869	-139	-31
16870	-126	3
16871	-140	44
16872	-41	42
16873	-73	-68
16874	49	10
16875	-140	45
16876	-53	-142
16877	3	-7
16878	144	-42
16879	15	180
16880	-138	-21
16881	147	-14
16882	-73	-112
16883	-71	-128
16884	-48	121
16885	-49	121
16886	-46	131
16887	-141	-26
16888	75	-85
16889	29	154
16890	39	112
16891	-1	178
16892	133	-40
16893	151	2
16894	149	-7
16895	116	-65
16896	-77	-59
16897	-115	48
16898	-142	31
16899	17	153
16900	-71	16
16901	-12	-146
16902	-91	54
16903	-167	22
16904	5	-44
16905	116	21
16906	110	42
16907	77	-60
16908	-121	-54
16909	27	-113
16910	63	-22
16911	131	-48
16912	81	40
16913	-49	74
16914	67	79
16915	42	82
16916	-3	-18
16917	-10	165
16918	-128	-45
16919	101	30
16920	-47	119
16921	114	-57
16922	42	104
16923	83	-71
16924	68	79
16925	35	-45
16926	-52	-141
16927	143	-41
16928	116	32
16929	-142	-26
16930	-121	34
16931	-137	-38
16932	72	-84
16933	-168	23
16934	78	44
16935	-18	92
16936	125	-54
16937	-37	61
16938	-32	-127
16939	145	-42
16940	-169	24
16941	122	-60
16942	-87	-21
16943	14	102
16944	64	80
16945	117	30
16946	122	16
16947	47	36
16948	110	35
16949	149	-10
16950	14	179
16951	-2	91
16952	69	74
16953	89	-61
16954	-70	-130
16955	-159	27
16956	115	33
16957	-116	48
16958	-138	45
16959	107	3
16960	69	79
16961	-164	15
16962	-54	90
16963	-69	-111
16964	-49	121
16965	12	181
16966	-167	22
16967	106	33
16968	75	22
16969	-59	53
16970	11	181
16971	-68	-51
16972	151	2
16973	-76	-3
16974	35	-106
16975	47	30
16976	-95	42
16977	109	45
16978	-126	-45
16979	35	-99
16980	-13	-141
16981	115	33
16982	147	5
16983	-149	-11
16984	-23	-147
16985	44	106
16986	-143	-32
16987	-116	-50
16988	-16	-106
16989	-10	154
16990	-26	-3
16991	-48	122
16992	13	182
16993	145	-41
16994	133	-49
16995	-28	141
16996	45	84
16997	-24	-88
16998	-36	129
16999	-41	-136
17000	145	7
17001	-10	-55
17002	-64	71
17003	-48	87
17004	-69	-110
17005	-38	-133
17006	-48	130
17007	114	-63
17008	-71	-66
17009	-27	102
17010	133	-50
17011	109	45
17012	72	-84
17013	-49	130
17014	39	113
17015	-69	-128
17016	-167	26
17017	64	81
17018	71	69
17019	155	1
17020	-116	-51
17021	154	-1
17022	-165	15
17023	-67	-3
17024	-170	24
17025	-140	41
17026	-144	-32
17027	-26	42
17028	147	5
17029	-164	26
17030	-110	42
17031	-147	-16
17032	-52	-142
17033	82	-56
17034	-37	-136
17035	156	1
17036	144	9
17037	-38	-129
17038	37	68
17039	65	-67
17040	-48	123
17041	-109	41
17042	-70	-130
17043	-51	-142
17044	-49	131
17045	-144	-33
17046	124	-58
17047	-38	-138
17048	-117	43
17049	-11	-138
17050	-58	91
17051	-5	20
17052	-50	121
17053	-140	-35
17054	-12	-141
17055	-71	-130
17056	-49	73
17057	27	170
17058	-150	33
17059	-159	27
17060	-110	-45
17061	-54	-141
17062	-68	-48
17063	-158	13
17064	110	45
17065	11	15
17066	-165	14
17067	-21	-148
17068	-72	-130
17069	45	85
17070	29	156
17071	-2	174
17072	-119	-53
17073	-136	43
17074	81	-76
17075	-1	179
17076	-50	121
17077	-9	166
17078	43	-83
17079	-156	29
17080	-52	-143
17081	-108	-24
17082	-140	46
17083	146	-42
17084	-52	-133
17085	148	-13
17086	19	177
17087	-151	33
17088	-56	84
17089	116	16
17090	-149	-13
17091	-16	-146
17092	-52	-114
17093	4	-108
17094	-68	69
17095	-56	-136
17096	33	-53
17097	-41	-137
17098	-80	21
17099	23	-103
17100	-149	33
17101	-68	-111
17102	81	-77
17103	126	-54
17104	-141	-35
17105	-1	179
17106	-165	20
17107	-145	-33
17108	29	154
17109	-168	26
17110	-65	71
17111	-137	43
17112	79	44
17113	152	-2
17114	-146	-16
17115	-45	-30
17116	144	9
17117	-86	13
17118	-50	131
17119	-162	17
17120	-56	16
17121	-137	-39
17122	-3	33
17123	-128	18
17124	-142	-31
17125	29	-112
17126	32	-109
17127	135	3
17128	19	178
17129	10	-112
17130	-11	-120
17131	-122	-54
17132	-67	16
17133	-150	-12
17134	-142	-26
17135	-116	49
17136	36	-22
17137	-167	27
17138	-69	63
17139	-49	132
17140	148	-14
17141	133	-50
17142	30	-112
17143	-38	123
17144	119	-63
17145	143	-46
17146	37	54
17147	-72	-67
17148	-55	-140
17149	-140	46
17150	125	-58
17151	-102	-32
17152	109	45
17153	-1	179
17154	-129	-44
17155	-50	121
17156	71	64
17157	-141	-35
17158	-48	128
17159	-71	-125
17160	-37	105
17161	75	-85
17162	-45	100
17163	-85	-17
17164	-70	-66
17165	43	107
17166	17	179
17167	99	8
17168	110	46
17169	157	1
17170	-165	13
17171	-70	-111
17172	-112	48
17173	-169	25
17174	-165	12
17175	85	-69
17176	23	-114
17177	113	34
17178	142	-17
17179	31	73
17180	133	-7
17181	82	-40
17182	22	-112
17183	39	108
17184	-165	12
17185	24	172
17186	-2	178
17187	117	32
17188	-6	167
17189	-169	25
17190	-16	104
17191	-51	131
17192	107	43
17193	-14	-148
17194	27	170
17195	-111	48
17196	-40	2
17197	-3	178
17198	106	0
17199	22	-113
17200	-126	-50
17201	-166	12
17202	122	-60
17203	157	0
17204	80	43
17205	141	-41
17206	-145	-10
17207	-21	-64
17208	-74	-66
17209	39	113
17210	-1	180
17211	-49	133
17212	4	141
17213	23	-115
17214	-45	-45
17215	111	37
17216	-8	-24
17217	46	75
17218	-70	-67
17219	27	170
17220	-127	-50
17221	-28	-140
17222	150	-10
17223	-134	8
17224	-69	63
17225	-60	-136
17226	23	-116
17227	126	-54
17228	-74	-112
17229	-87	-33
17230	82	-77
17231	-42	123
17232	-152	32
17233	-45	132
17234	-42	-136
17235	11	175
17236	113	-57
17237	5	-33
17238	20	-46
17239	157	1
17240	-10	126
17241	-54	-141
17242	16	146
17243	-10	166
17244	-31	-72
17245	23	172
17246	13	182
17247	-62	69
17248	-123	-54
17249	18	179
17250	-59	90
17251	-146	-33
17252	124	12
17253	-14	-18
17254	54	-44
17255	-146	-33
17256	134	-50
17257	143	-46
17258	-74	-113
17259	-96	2
17260	146	-42
17261	145	-41
17262	-40	-50
17263	116	-66
17264	23	-117
17265	73	33
17266	111	45
17267	33	-51
17268	70	-84
17269	116	-66
17270	-22	-148
17271	-46	100
17272	44	74
17273	-93	49
17274	-144	-31
17275	73	60
17276	116	-67
17277	0	-77
17278	-70	21
17279	111	45
17280	141	5
17281	-150	-13
17282	120	23
17283	30	156
17284	-3	116
17285	-60	90
17286	67	2
17287	36	-106
17288	-3	174
17289	-151	-12
17290	-166	15
17291	-169	25
17292	75	-85
17293	-141	45
17294	20	178
17295	-152	-12
17296	69	-23
17297	-146	-34
17298	67	-20
17299	-67	58
17300	143	-47
17301	36	-106
17302	-138	-39
17303	-168	23
17304	68	-82
17305	-50	133
17306	-73	-130
17307	-21	-148
17308	20	178
17309	32	-90
17310	117	-63
17311	-59	89
17312	111	46
17313	141	7
17314	-72	-122
17315	-142	45
17316	52	-43
17317	-22	-149
17318	119	22
17319	-11	166
17320	1	177
17321	-74	-114
17322	122	20
17323	-14	-49
17324	-119	-54
17325	31	-112
17326	-23	-72
17327	40	113
17328	44	107
17329	-82	-4
17330	-39	-97
17331	-12	-146
17332	41	113
17333	27	-80
17334	-117	45
17335	-165	11
17336	-145	-9
17337	12	182
17338	39	-35
17339	-51	121
17340	-50	120
17341	40	-94
17342	144	9
17343	23	-117
17344	30	-113
17345	-73	22
17346	-51	133
17347	145	-41
17348	-52	-123
17349	144	-47
17350	19	144
17351	-167	22
17352	18	180
17353	-56	-134
17354	-61	-135
17355	75	-86
17356	81	-78
17357	18	131
17358	-152	-12
17359	20	-91
17360	-51	133
17361	68	-8
17362	123	-38
17363	-38	97
17364	117	-64
17365	74	4
17366	-10	165
17367	-166	17
17368	-168	27
17369	158	1
17370	-61	-21
17371	-29	140
17372	-47	118
17373	159	1
17374	-13	-147
17375	56	32
17376	-12	-141
17377	-70	-131
17378	-41	-138
17379	62	-22
17380	75	-86
17381	160	1
17382	28	158
17383	-26	51
17384	-32	-72
17385	-111	49
17386	-76	-53
17387	-36	-1
17388	157	-1
17389	151	2
17390	50	40
17391	-110	-45
17392	-30	-87
17393	160	0
17394	-45	132
17395	141	4
17396	39	-71
17397	-73	-111
17398	-111	-44
17399	-48	124
17400	-151	-11
17401	-23	-148
17402	146	-42
17403	-18	46
17404	-143	45
17405	23	-117
17406	23	173
17407	-144	45
17408	-6	162
17409	154	2
17410	-166	13
17411	27	153
17412	-149	33
17413	134	-50
17414	82	-78
17415	-119	-54
17416	-60	91
17417	160	2
17418	27	-66
17419	109	45
17420	161	1
17421	-14	-148
17422	-169	27
17423	108	45
17424	-13	-136
17425	-28	138
17426	27	169
17427	-51	134
17428	-10	-17
17429	74	62
17430	-75	-112
17431	-31	-133
17432	-50	134
17433	-25	-145
17434	84	5
17435	158	2
17436	-22	-149
17437	-73	-131
17438	-18	-126
17439	-73	-111
17440	-148	-16
17441	116	-8
17442	27	157
17443	41	114
17444	-46	132
17445	-82	-51
17446	33	-8
17447	-147	-33
17448	-51	121
17449	-38	-139
17450	-51	-38
17451	72	63
17452	-169	27
17453	-115	36
17454	-1	93
17455	70	73
17456	-28	-141
17457	-11	-146
17458	-117	-29
17459	-69	-130
17460	-165	10
17461	-46	80
17462	-74	-114
17463	-1	180
17464	-75	1
17465	-53	-143
17466	115	-67
17467	11	176
17468	-50	-142
17469	-7	12
17470	-170	23
17471	24	-116
17472	-54	-143
17473	111	44
17474	-83	-51
17475	32	17
17476	-38	73
17477	43	-69
17478	68	76
17479	112	28
17480	-171	24
17481	-50	-32
17482	-23	22
17483	-91	52
17484	117	33
17485	26	152
17486	119	31
17487	147	-42
17488	16	-37
17489	35	-110
17490	28	170
17491	156	2
17492	-3	179
17493	43	-68
17494	-41	-138
17495	-51	122
17496	-75	-111
17497	-19	140
17498	-61	-8
17499	-144	44
17500	-44	-87
17501	-80	21
17502	-111	-46
17503	28	153
17504	32	9
17505	83	-71
17506	-165	9
17507	24	162
17508	-52	133
17509	147	-15
17510	-24	-148
17511	73	41
17512	-11	166
17513	-110	49
17514	-12	-119
17515	-73	-132
17516	157	-1
17517	-33	-16
17518	-53	133
17519	119	31
17520	115	-59
17521	-117	48
17522	-53	78
17523	-73	-133
17524	61	45
17525	18	180
17526	-70	-48
17527	76	-84
17528	145	-41
17529	-55	-143
17530	23	-117
17531	-141	45
17532	-168	28
17533	111	47
17534	-58	91
17535	-84	43
17536	-32	21
17537	-52	-126
17538	160	2
17539	150	-7
17540	1	178
17541	-166	9
17542	-74	-132
17543	5	160
17544	-166	8
17545	-59	88
17546	13	183
17547	-56	-143
17548	71	69
17549	111	47
17550	6	122
17551	-54	133
17552	-166	8
17553	-169	28
17554	-147	-34
17555	-66	63
17556	125	12
17557	161	1
17558	-11	-3
17559	147	-42
17560	-59	-135
17561	-51	130
17562	-166	7
17563	-73	-134
17564	7	152
17565	-50	74
17566	-145	44
17567	25	167
17568	-21	-149
17569	-167	13
17570	-70	63
17571	-72	-125
17572	-38	-37
17573	-53	-52
17574	75	-86
17575	-11	149
17576	-44	75
17577	2	166
17578	-148	-33
17579	112	44
17580	-69	69
17581	-119	39
17582	-1	170
17583	-55	-144
17584	161	2
17585	15	12
17586	142	-46
17587	-6	167
17588	-3	174
17589	28	169
17590	130	-40
17591	145	-40
17592	-34	-86
17593	135	-50
17594	-41	-139
17595	-100	-30
17596	25	-103
17597	142	-18
17598	114	-67
17599	-24	-56
17600	14	78
17601	101	29
17602	67	-80
17603	-51	-135
17604	-127	-50
17605	24	167
17606	112	37
17607	30	22
17608	-69	-109
17609	-166	7
17610	-133	-40
17611	75	-86
17612	-140	-11
17613	84	-70
17614	20	179
17615	-13	-147
17616	22	14
17617	125	0
17618	-54	78
17619	49	12
17620	49	84
17621	-115	-50
17622	-69	64
17623	29	169
17624	142	-46
17625	36	-107
17626	-90	9
17627	-141	46
17628	156	3
17629	15	-110
17630	28	168
17631	-108	37
17632	-17	145
17633	-15	-147
17634	-41	35
17635	160	-1
17636	-147	-35
17637	148	-14
17638	-167	13
17639	-126	-51
17640	28	153
17641	14	182
17642	-45	72
17643	20	180
17644	64	81
17645	-166	6
17646	9	-113
17647	-61	90
17648	-167	27
17649	-29	140
17650	-171	25
17651	-57	12
17652	-147	-35
17653	-167	18
17654	-145	45
17655	-124	-54
17656	-111	-46
17657	143	-18
17658	116	-68
17659	114	25
17660	-74	-134
17661	55	-27
17662	75	-86
17663	-128	-50
17664	-51	-143
17665	43	-83
17666	-25	-14
17667	122	17
17668	-11	-147
17669	-63	2
17670	-168	18
17671	43	-67
17672	-74	-132
17673	65	80
17674	-8	154
17675	11	180
17676	20	180
17677	-160	27
17678	-50	-142
17679	45	107
17680	-167	21
17681	41	112
17682	121	23
17683	30	156
17684	-13	-136
17685	-83	-34
17686	-31	-76
17687	-141	47
17688	-28	-141
17689	104	37
17690	71	26
17691	-74	14
17692	117	-67
17693	0	-67
17694	30	-114
17695	82	-79
17696	-171	24
17697	-37	129
17698	-66	70
17699	135	3
17700	135	-50
17701	-14	-101
17702	114	-2
17703	-74	-68
17704	-144	-30
17705	142	-46
17706	-56	-140
17707	-53	-39
17708	-11	-146
17709	-52	131
17710	-10	-69
17711	-55	-145
17712	23	174
17713	46	107
17714	154	3
17715	38	79
17716	-20	-146
17717	-156	30
17718	-170	28
17719	-15	106
17720	136	-26
17721	-51	121
17722	-5	-89
17723	-51	134
17724	-72	-124
17725	20	181
17726	-49	128
17727	37	108
17728	-168	21
17729	-51	123
17730	43	108
17731	82	41
17732	-142	18
17733	-5	154
17734	-133	-41
17735	124	3
17736	63	77
17737	-69	-108
17738	25	-116
17739	156	3
17740	-75	-134
17741	-75	-114
17742	117	-65
17743	-76	-134
17744	-68	-111
17745	127	-5
17746	115	-68
17747	81	42
17748	144	-47
17749	-169	29
17750	-110	50
17751	41	114
17752	-73	-122
17753	160	3
17754	126	-58
17755	42	-84
17756	21	-113
17757	12	135
17758	25	-117
17759	116	-69
17760	149	5
17761	-148	-35
17762	-160	19
17763	-75	-133
17764	-25	140
17765	-118	-15
17766	70	74
17767	83	-79
17768	67	-45
17769	-147	-36
17770	65	-66
17771	-82	5
17772	-138	-31
17773	-118	45
17774	-4	174
17775	148	-42
17776	-42	-139
17777	-35	126
17778	-14	-87
17779	19	102
17780	133	1
17781	161	1
17782	-166	9
17783	-3	178
17784	147	-43
17785	30	169
17786	136	-50
17787	-133	-42
17788	100	-12
17789	-14	-149
17790	124	-53
17791	-53	134
17792	-138	45
17793	-11	-146
17794	-8	155
17795	46	108
17796	-23	139
17797	-55	133
17798	-55	133
17799	76	-84
17800	112	47
17801	-123	-55
17802	-7	162
17803	-29	-140
17804	-2	-35
17805	-132	13
17806	142	-19
17807	14	-67
17808	-53	132
17809	-167	8
17810	162	2
17811	-75	-135
17812	67	-82
17813	-167	9
17814	-138	46
17815	36	112
17816	-29	-139
17817	-138	-40
17818	-51	135
17819	20	107
17820	10	-100
17821	-71	-118
17822	41	-94
17823	-75	-135
17824	-11	-147
17825	22	174
17826	11	182
17827	-4	179
17828	122	-61
17829	129	-29
17830	106	43
17831	-74	18
17832	-142	38
17833	144	10
17834	19	131
17835	-56	-137
17836	66	-82
17837	-102	-14
17838	-47	20
17839	21	181
17840	130	-23
17841	-56	133
17842	-20	-98
17843	161	0
17844	-93	50
17845	-56	-145
17846	-144	-34
17847	33	109
17848	127	-58
17849	-76	-111
17850	-21	-150
17851	-10	-147
17852	161	0
17853	146	5
17854	117	33
17855	-134	42
17856	-26	-145
17857	1	71
17858	-38	77
17859	42	113
17860	147	-15
17861	-147	-36
17862	-56	133
17863	25	-113
17864	-51	135
17865	-5	179
17866	31	-36
17867	111	43
17868	108	46
17869	90	-61
17870	83	-79
17871	149	-14
17872	13	183
17873	120	-63
17874	29	153
17875	15	-99
17876	149	-14
17877	-4	41
17878	-164	9
17879	-148	-35
17880	145	9
17881	-148	-17
17882	143	-19
17883	-76	-133
17884	-37	121
17885	-137	-40
17886	-22	139
17887	-22	-150
17888	-13	9
17889	-12	147
17890	-75	-132
17891	-28	141
17892	14	124
17893	-26	-146
17894	0	122
17895	28	159
17896	-14	-149
17897	107	46
17898	46	107
17899	24	174
17900	15	78
17901	118	32
17902	7	-112
17903	149	-42
17904	7	68
17905	-53	77
17906	-27	-146
17907	-55	-145
17908	75	-87
17909	32	42
17910	79	45
17911	-40	-97
17912	-3	180
17913	-12	166
17914	109	-13
17915	147	-44
17916	-148	-35
17917	83	-72
17918	95	-32
17919	114	31
17920	12	-18
17921	18	90
17922	-19	141
17923	65	-70
17924	-69	-67
17925	110	47
17926	113	-67
17927	31	-114
17928	-19	-128
17929	-157	30
17930	137	-50
17931	-14	-49
17932	113	37
17933	60	64
17934	74	62
17935	150	-11
17936	41	-93
17937	-10	-148
17938	-165	6
17939	-166	10
17940	-6	-13
17941	-15	-112
17942	-50	-142
17943	-128	-50
17944	38	29
17945	37	113
17946	-116	50
17947	-3	181
17948	98	-8
17949	-13	-121
17950	-11	-63
17951	21	182
17952	5	-33
17953	42	113
17954	114	37
17955	-56	-56
17956	-90	-5
17957	-145	-31
17958	119	31
17959	-60	-136
17960	-18	-78
17961	34	78
17962	-120	8
17963	-73	-121
17964	130	-5
17965	50	82
17966	-51	-144
17967	50	82
17968	31	169
17969	150	-42
17970	102	-46
17971	-82	-52
17972	-20	-52
17973	-14	-102
17974	16	-57
17975	-12	-145
17976	56	28
17977	-77	-134
17978	-46	-87
17979	84	-44
17980	-14	141
17981	-140	46
17982	72	-85
17983	-44	132
17984	49	1
17985	-172	24
17986	-163	15
17987	-26	-145
17988	105	-10
17989	-12	-139
17990	-164	26
17991	-102	13
17992	85	-6
17993	-48	119
17994	-110	50
17995	110	47
17996	-147	-36
17997	116	-70
17998	149	-14
17999	87	-8
18000	149	-43
18001	-141	47
18002	100	-15
18003	21	182
18004	-15	-127
18005	-99	-8
18006	51	60
18007	-10	-148
18008	32	169
18009	68	80
18010	-39	115
18011	38	-35
18012	-56	134
18013	42	103
18014	149	-43
18015	-145	-8
18016	-33	-18
18017	-124	-54
18018	9	92
18019	-27	140
18020	25	-118
18021	78	35
18022	-30	113
18023	-36	130
18024	-48	-59
18025	-52	121
18026	18	130
18027	55	-29
18028	-49	-142
18029	84	-79
18030	-45	133
18031	-71	-127
18032	-37	13
18033	100	30
18034	-128	-51
18035	151	-7
18036	-10	-146
18037	115	-69
18038	-35	126
18039	-75	-135
18040	-60	61
18041	-77	-111
18042	-70	-117
18043	30	155
18044	-43	132
18045	-113	45
18046	-56	-146
18047	-122	-55
18048	64	81
18049	160	4
18050	37	-106
18051	151	-42
18052	67	-79
18053	90	-23
18054	-9	117
18055	-65	-126
18056	-84	27
18057	-164	9
18058	85	-69
18059	153	-2
18060	125	-20
18061	72	69
18062	21	182
18063	14	183
18064	10	181
18065	-70	69
18066	-168	28
18067	-26	129
18068	121	24
18069	45	85
18070	30	156
18071	-26	-147
18072	1	-57
18073	75	-88
18074	-77	-134
18075	77	-84
18076	-10	-149
18077	-167	6
18078	-149	-17
18079	112	48
18080	-137	10
18081	-30	121
18082	-51	124
18083	160	4
18084	-11	-149
18085	143	-41
18086	28	167
18087	145	-47
18088	-33	-79
18089	46	108
18090	-59	87
18091	-151	34
18092	121	-63
18093	16	-113
18094	86	-46
18095	-137	45
18096	137	-50
18097	39	-55
18098	7	94
18099	47	107
18100	144	11
18101	66	-83
18102	110	40
18103	116	-70
18104	-56	-147
18105	-124	-55
18106	145	10
18107	-149	-11
18108	116	-70
18109	-84	29
18110	26	-118
18111	34	-111
18112	44	-68
18113	148	-15
18114	-153	18
18115	10	181
18116	-61	66
18117	-64	-8
18118	-64	-30
18119	77	-84
18120	-5	-91
18121	-53	79
18122	35	-110
18123	142	-47
18124	-12	-114
18125	21	-54
18126	-49	-89
18127	-122	-56
18128	15	123
18129	75	-83
18130	-53	121
18131	3	-4
18132	-172	25
18133	-52	120
18134	-138	47
18135	-47	100
18136	21	182
18137	143	-20
18138	-6	-27
18139	75	62
18140	25	-119
18141	-11	167
18142	-166	5
18143	126	-21
18144	-3	182
18145	21	182
18146	13	140
18147	-17	145
18148	-2	182
18149	36	-107
18150	-113	-47
18151	13	30
18152	161	4
18153	15	183
18154	117	-70
18155	135	-51
18156	-142	-23
18157	-78	-54
18158	-128	-50
18159	55	-29
18160	-153	30
18161	-118	-54
18162	-168	21
18163	-13	166
18164	5	-13
18165	-148	-36
18166	-153	30
18167	75	-89
18168	-123	4
18169	-14	114
18170	135	-52
18171	-116	-3
18172	-83	-34
18173	75	-89
18174	-56	-140
18175	20	98
18176	-23	7
18177	-27	72
18178	69	78
18179	-169	30
18180	-77	-135
18181	-9	-146
18182	115	-69
18183	-3	183
18184	-146	45
18185	-77	-135
18186	117	-69
18187	-152	-11
18188	61	1
18189	28	167
18190	135	-52
18191	-76	-132
18192	137	-40
18193	74	-87
18194	-57	-143
18195	-5	154
18196	-11	4
18197	-9	-63
18198	-25	137
18199	153	3
18200	-121	3
18201	-168	6
18202	28	166
18203	-173	24
18204	114	38
18205	21	183
18206	-72	-134
18207	-17	20
18208	-52	124
18209	82	-79
18210	-94	48
18211	-42	-104
18212	40	101
18213	42	-93
18214	110	42
18215	69	76
18216	-23	107
18217	-132	19
18218	-141	30
18219	-33	78
18220	121	-59
18221	-146	-35
18222	32	168
18223	31	155
18224	24	174
18225	43	113
18226	143	10
18227	43	109
18228	143	10
18229	-54	91
18230	-164	8
18231	16	-114
18232	75	21
18233	13	184
18234	90	-62
18235	-3	115
18236	41	114
18237	-147	45
18238	149	-41
18239	-146	46
18240	-2	177
18241	65	-82
18242	71	-60
18243	-149	-18
18244	23	155
18245	-48	124
18246	48	107
18247	10	-113
18248	-23	-101
18249	-58	91
18250	143	-48
18251	150	-14
18252	113	47
18253	143	10
18254	22	183
18255	-74	-68
18256	-122	33
18257	23	6
18258	151	-42
18259	-18	-76
18260	-128	-52
18261	-51	136
18262	-42	-140
18263	75	63
18264	70	75
18265	72	-3
18266	-57	134
18267	-49	120
18268	74	-88
18269	-127	31
18270	-14	115
18271	147	-45
18272	162	1
18273	111	-26
18274	162	4
18275	-53	41
18276	-56	-147
18277	32	168
18278	22	-114
18279	-62	49
18280	162	1
18281	143	10
18282	-125	-54
18283	19	-19
18284	160	-2
18285	-15	145
18286	-60	92
18287	-57	134
18288	-77	-135
18289	-3	184
18290	-172	23
18291	-53	-20
18292	74	-32
18293	-12	165
18294	-4	-22
18295	-139	-40
18296	28	-29
18297	-56	132
18298	-56	-147
18299	50	73
18300	129	-18
18301	37	-106
18302	-47	101
18303	-168	21
18304	-117	-54
18305	37	-107
18306	-15	-126
18307	-70	69
18308	68	-75
18309	-149	-18
18310	-56	-142
18311	16	78
18312	84	-78
18313	19	-73
18314	113	-68
18315	-4	184
18316	151	-10
18317	76	-88
18318	-28	-141
18319	-111	-10
18320	82	-79
18321	-2	184
18322	161	-2
18323	-141	13
18324	112	-67
18325	-31	12
18326	70	78
18327	-4	182
18328	151	-42
18329	145	10
18330	-88	-32
18331	-14	-150
18332	67	-74
18333	32	155
18334	152	-10
18335	-168	5
18336	127	-58
18337	82	-23
18338	32	-69
18339	151	-43
18340	81	-68
18341	109	47
18342	39	-54
18343	-28	141
18344	-27	-146
18345	-49	-111
18346	-65	-116
18347	7	-20
18348	125	12
18349	-170	22
18350	-149	-19
18351	161	-2
18352	21	148
18353	37	113
18354	104	36
18355	-28	114
18356	67	-49
18357	-56	-148
18358	15	184
18359	74	-89
18360	102	31
18361	-30	140
18362	-51	-144
18363	-118	-3
18364	10	74
18365	121	-63
18366	-72	-129
18367	65	81
18368	-73	-129
18369	-75	-4
18370	19	132
18371	36	-110
18372	150	-15
18373	29	167
18374	44	113
18375	-2	184
18376	-146	-35
18377	37	-110
18378	76	-88
18379	161	-3
18380	-99	-30
18381	31	170
18382	77	-85
18383	-169	5
18384	0	180
18385	64	10
18386	-117	-54
18387	-166	4
18388	-100	-10
18389	13	184
18390	-58	134
18391	35	102
18392	118	-64
18393	-22	-149
18394	-146	-36
18395	-14	-151
18396	73	-89
18397	-10	-150
18398	16	12
18399	-167	4
18400	48	85
18401	84	-72
18402	-13	166
