N	x0	y0	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15	x16	y16	x17	y17	x18	y18	x19	y19	x^2	y^2	x^2+y^2
35	1.081660368e+00	2.658105484e-01	1.232409880e+00	-1.187148024e+00	6.372192303e-01	3.436042533e-01	1.563336839e+00	3.022612502e-01	-2.637932155e+00	6.742674555e-01	3.514493955e-01	-8.900093172e-01	-1.108318967e-01	4.831160933e-02	1.295313592e+00	4.355477343e-01	-5.093411347e-01	7.035484137e-01	6.012942326e-01	1.052168138e+00	1.868075878e+00	-4.872283807e-02	1.393974531e+00	-1.700520593e-01	2.061492078e+00	6.973625763e-01	9.302721004e-01	-8.168087286e-01	-4.771361900e-01	-6.279459805e-01	2.841591569e-01	-6.370502795e-01	-4.488197466e-01	-7.134805256e-01	2.026506683e+00	-8.021759132e-01	1.870404182e-01	-4.116906281e-01	-1.018069880e+00	2.599521778e+00	1.558412655e+00	7.397351905e-01	2.298147845e+00
36	7.219617972e-01	6.119259651e-01	1.232409880e+00	-1.187148024e+00	1.480753521e+00	-1.755724369e-01	1.563336839e+00	3.022612502e-01	-2.637932155e+00	6.742674555e-01	-3.240388140e-01	5.796531668e-01	-1.108318967e-01	4.831160933e-02	7.727391029e-01	-6.738969743e-01	-5.093411347e-01	7.035484137e-01	6.012942326e-01	1.052168138e+00	1.490075767e+00	5.034228290e-01	1.393974531e+00	-1.700520593e-01	2.061492078e+00	6.973625763e-01	1.687857480e+00	-1.879335335e+00	-4.771361900e-01	-6.279459805e-01	2.841591569e-01	-6.370502795e-01	-4.488197466e-01	-7.134805256e-01	2.375884811e+00	1.960182564e-01	1.870404182e-01	-4.116906281e-01	-6.296793071e-01	1.879886365e+00	1.640952618e+00	7.053380962e-01	2.346290714e+00
37	-6.439305069e-01	-1.400296861e-01	-1.876277209e-01	4.089488559e-02	1.480753521e+00	-1.755724369e-01	8.908849354e-01	-3.968913595e-01	-2.753501669e+00	9.744805815e-02	-3.240388140e-01	5.796531668e-01	-1.260306986e-01	-7.979516560e-01	1.986065402e+00	9.012050161e-01	-5.093411347e-01	7.035484137e-01	6.012942326e-01	1.052168138e+00	1.606327384e+00	1.144347049e+00	1.393974531e+00	-1.700520593e-01	2.061492078e+00	6.973625763e-01	1.687857480e+00	-1.879335335e+00	8.885281106e-01	9.195475005e-02	-2.010098208e-01	-7.205736852e-02	-4.488197466e-01	-7.134805256e-01	2.967820593e+00	4.606983541e-01	-9.094279144e-01	1.245043456e+00	-6.296793071e-01	1.879886365e+00	1.919457927e+00	7.390886804e-01	2.658546608e+00
38	-6.439305069e-01	-1.400296861e-01	-1.876277209e-01	4.089488559e-02	1.909585579e-01	1.240482273e+00	8.164663534e-01	-9.499992062e-01	-2.753501669e+00	9.744805815e-02	-3.240388140e-01	5.796531668e-01	-1.260306986e-01	-7.979516560e-01	1.986065402e+00	9.012050161e-01	-5.093411347e-01	7.035484137e-01	6.012942326e-01	1.052168138e+00	2.267674519e+00	1.405642625e+00	1.393974531e+00	-1.700520593e-01	2.061492078e+00	6.973625763e-01	1.859466220e+00	-1.851247886e+00	8.885281106e-01	9.195475005e-02	6.036916925e-02	1.246276055e-01	-4.488197466e-01	-7.134805256e-01	1.631027183e+00	-1.426136532e+00	-7.575701414e-01	-8.136641606e-02	-2.516050347e-01	2.574182354e+00	1.625296921e+00	1.048856497e+00	2.674153417e+00
39	2.423632630e-01	-2.006389630e-01	-1.958610720e+00	5.296226120e-01	1.909585579e-01	1.240482273e+00	8.164663534e-01	-9.499992062e-01	-1.204394497e+00	-1.658315428e+00	8.891596028e-02	2.310544359e+00	4.923580779e-01	-5.377844107e-01	2.575041887e+00	8.289938501e-01	3.963071443e-01	-8.658263253e-01	4.434008547e-01	-2.618349325e-01	2.267674519e+00	1.405642625e+00	2.011497745e+00	7.426055770e-01	3.318314288e-01	2.908245566e-01	1.859466220e+00	-1.851247886e+00	1.206378787e+00	-5.917352668e-01	6.036916925e-02	1.246276055e-01	4.758691158e-01	-1.467770693e+00	1.456023516e+00	-1.512766646e+00	-7.575701414e-01	-8.136641606e-02	8.159643672e-01	1.613119165e+00	1.554236475e+00	1.305079701e+00	2.859316176e+00
40	4.789386316e-01	1.121580694e+00	-1.958610720e+00	5.296226120e-01	1.272957614e+00	-4.013876781e-01	8.164663534e-01	-9.499992062e-01	2.042395892e-01	-7.452241356e-01	-1.271088161e+00	1.721285843e+00	4.923580779e-01	-5.377844107e-01	2.575041887e+00	8.289938501e-01	3.963071443e-01	-8.658263253e-01	4.434008547e-01	-2.618349325e-01	2.267674519e+00	1.405642625e+00	2.011497745e+00	7.426055770e-01	3.318314288e-01	2.908245566e-01	1.953358505e+00	-8.036054152e-01	1.734113814e+00	-1.491218550e-01	6.036916925e-02	1.246276055e-01	-4.904039560e-01	-4.192890077e-01	1.456023516e+00	-1.512766646e+00	-7.575701414e-01	-8.136641606e-02	8.159643672e-01	1.613119165e+00	1.748103742e+00	8.141678920e-01	2.562271634e+00
41	2.343493579e+00	9.658184601e-02	-1.958610720e+00	5.296226120e-01	1.272957614e+00	-4.013876781e-01	8.164663534e-01	-9.499992062e-01	-5.129592916e-01	-1.106813235e+00	-1.078370736e-01	1.482303585e+00	4.923580779e-01	-5.377844107e-01	2.575041887e+00	8.289938501e-01	-7.096911654e-01	2.205824716e-01	6.355899466e-02	-2.639767659e-01	5.316837061e-01	1.008048218e+00	1.392939563e-01	2.413524081e+00	-1.380290964e-01	-2.550229664e-01	1.953358505e+00	-8.036054152e-01	1.734113814e+00	-1.491218550e-01	3.671931061e-01	3.145342940e-01	-4.904039560e-01	-4.192890077e-01	1.837251088e-01	-2.432095939e+00	-7.575701414e-01	-8.136641606e-02	8.159643672e-01	1.613119165e+00	1.403178287e+00	1.112169825e+00	2.515348112e+00
42	4.970027924e-01	7.259319268e-01	-1.958610720e+00	5.296226120e-01	1.272957614e+00	-4.013876781e-01	9.420135169e-01	1.211789632e-01	2.235219960e-01	3.341863431e-01	-1.078370736e-01	1.482303585e+00	2.077493721e-01	2.436972035e-01	2.575041887e+00	8.289938501e-01	-1.586328758e+00	-8.274414128e-01	1.148464566e+00	1.343953766e+00	-6.092390549e-01	3.192043856e-01	1.392939563e-01	2.413524081e+00	-1.380290964e-01	-2.550229664e-01	1.953358505e+00	-8.036054152e-01	2.170647820e-01	8.077911944e-01	-1.436894119e-01	1.912054606e+00	-4.904039560e-01	-4.192890077e-01	1.837251088e-01	-2.432095939e+00	3.667139005e-01	-1.639474698e+00	8.159643672e-01	1.613119165e+00	1.126475384e+00	1.442844032e+00	2.569319416e+00
43	4.970027924e-01	7.259319268e-01	-1.958610720e+00	5.296226120e-01	1.272957614e+00	-4.013876781e-01	-1.946086341e-01	-4.873129684e-01	7.227500473e-01	4.600446171e-01	-1.078370736e-01	1.482303585e+00	2.077493721e-01	2.436972035e-01	2.560296179e+00	-2.111948259e-03	-1.586328758e+00	-8.274414128e-01	1.148464566e+00	1.343953766e+00	4.412433684e-02	-6.022707193e-01	-9.659027446e-01	1.772572063e+00	-1.380290964e-01	-2.550229664e-01	1.953358505e+00	-8.036054152e-01	1.172457901e+00	-7.000547112e-01	-1.436894119e-01	1.912054606e+00	-3.597152268e-01	-3.338165936e-01	2.032760722e+00	-2.090543068e+00	3.667139005e-01	-1.639474698e+00	8.159643672e-01	1.613119165e+00	1.396790639e+00	1.214930807e+00	2.611721445e+00
44	4.970027924e-01	7.259319268e-01	-2.030449584e+00	1.533835044e+00	1.272957614e+00	-4.013876781e-01	6.759515137e-01	1.017090868e+00	-9.216618520e-01	2.292529174e-01	-1.078370736e-01	1.482303585e+00	6.413537248e-01	-5.679468993e-01	2.560296179e+00	-2.111948259e-03	-1.586328758e+00	-8.274414128e-01	1.898600636e-01	2.078089321e+00	1.603594831e-01	-2.381683102e-01	-6.775110255e-01	-2.780500365e-02	-1.380290964e-01	-2.550229664e-01	3.261907018e-01	-1.287538706e-02	1.172457901e+00	-7.000547112e-01	8.117254316e-01	7.693291750e-01	-3.597152268e-01	-3.338165936e-01	2.032760722e+00	-2.090543068e+00	1.159252447e+00	-4.441246581e-01	8.159643672e-01	1.613119165e+00	1.287100744e+00	1.006826210e+00	2.293926954e+00
45	4.970027924e-01	7.259319268e-01	-2.030449584e+00	1.533835044e+00	1.272957614e+00	-4.013876781e-01	6.759515137e-01	1.017090868e+00	1.501608519e-01	-1.446562702e+00	2.120774135e-01	1.285088387e+00	6.413537248e-01	-5.679468993e-01	1.973958487e+00	-1.179703821e+00	-7.472274354e-01	1.484925376e-01	-5.549422203e-01	1.386103998e+00	1.603594831e-01	-2.381683102e-01	-6.775110255e-01	-2.780500365e-02	-1.380290964e-01	-2.550229664e-01	3.261907018e-01	-1.287538706e-02	-5.538471857e-01	-1.709650626e+00	8.117254316e-01	7.693291750e-01	-3.597152268e-01	-3.338165936e-01	2.032760722e+00	-2.090543068e+00	7.717249430e-01	-4.188835821e-01	8.159643672e-01	1.613119165e+00	9.393726214e-01	1.118685053e+00	2.058057674e+00
46	4.970027924e-01	7.259319268e-01	-9.511616347e-01	-7.359501306e-02	1.272957614e+00	-4.013876781e-01	6.759515137e-01	1.017090868e+00	2.747772481e-01	-8.187908891e-01	2.120774135e-01	1.285088387e+00	6.413537248e-01	-5.679468993e-01	6.707108767e-01	-1.662294742e+00	-7.472274354e-01	1.484925376e-01	-5.549422203e-01	1.386103998e+00	2.521599973e-01	-1.469256083e-01	2.429265432e-01	-3.358760988e-02	-1.380290964e-01	-2.550229664e-01	8.279867730e-03	-3.402630580e-01	-5.538471857e-01	-1.709650626e+00	5.629770411e-02	9.551305605e-02	-3.363666236e-01	6.861569795e-01	2.032760722e+00	-2.090543068e+00	1.470370428e+00	-2.842170923e-01	1.661489841e+00	3.597603939e-01	7.348229780e-01	8.632959667e-01	1.598118945e+00
47	4.970027924e-01	7.259319268e-01	-9.511616347e-01	-7.359501306e-02	1.453185994e+00	9.699908839e-02	6.759515137e-01	1.017090868e+00	2.747772481e-01	-8.187908891e-01	2.120774135e-01	1.285088387e+00	6.413537248e-01	-5.679468993e-01	8.068331572e-01	-1.455126896e+00	-7.472274354e-01	1.484925376e-01	-5.549422203e-01	1.386103998e+00	1.029073955e+00	6.459693853e-01	2.429265432e-01	-3.358760988e-02	-7.315083957e-01	1.383935402e-01	8.279867730e-03	-3.402630580e-01	-5.538471857e-01	-1.709650626e+00	5.629770411e-02	9.551305605e-02	4.764470440e-01	6.454688877e-01	2.032760722e+00	-2.090543068e+00	1.527077193e+00	-1.013620960e+00	9.171966054e-01	6.233475024e-01	7.632455836e-01	8.984896640e-01	1.661735248e+00
48	-5.915033798e-01	-5.973045668e-01	-5.641277488e-01	-7.950739491e-01	1.453185994e+00	9.699908839e-02	6.759515137e-01	1.017090868e+00	1.143054036e+00	3.091818988e-01	-6.575218074e-01	7.309829295e-01	1.873931754e-01	1.170987059e-01	-1.076920671e+00	-1.057117151e-01	-7.472274354e-01	1.484925376e-01	-5.549422203e-01	1.386103998e+00	1.382203551e+00	9.508950035e-02	2.429265432e-01	-3.358760988e-02	-5.114989679e-01	4.368458992e-01	8.279867730e-03	-3.402630580e-01	-7.749191547e-01	-8.662325317e-01	5.629770411e-02	9.551305605e-02	4.764470440e-01	6.454688877e-01	2.154885368e+00	-1.541616812e+00	1.527077193e+00	-1.013620960e+00	9.171966054e-01	6.233475024e-01	8.957741894e-01	4.958207944e-01	1.391594984e+00
49	7.285514199e-01	1.163713994e+00	-5.641277488e-01	-7.950739491e-01	-3.700865044e-01	-4.438796512e-01	-1.712368813e-01	9.217368129e-01	6.200668960e-01	-1.356781927e-01	-1.374255781e+00	5.830968937e-01	2.011858551e-01	1.306663921e-01	-1.076920671e+00	-1.057117151e-01	-5.820905830e-01	1.603571247e+00	-5.549422203e-01	1.386103998e+00	1.315096061e+00	8.194899358e-01	2.429265432e-01	-3.358760988e-02	-5.114989679e-01	4.368458992e-01	1.214724097e+00	-4.320976070e-01	9.172859413e-01	8.248149223e-01	5.629770411e-02	9.551305605e-02	4.764470440e-01	6.454688877e-01	1.099428213e+00	-2.210022684e+00	1.145408084e+00	-1.326329329e+00	9.171966054e-01	6.233475024e-01	6.547306331e-01	8.550301960e-01	1.509760829e+00
50	1.187041138e+00	6.004136346e-01	9.079399792e-01	-1.552769895e+00	1.287408241e+00	-7.296986826e-01	-1.712368813e-01	9.217368129e-01	-4.511063772e-01	1.055119139e+00	7.246539347e-02	-5.741319516e-01	2.011858551e-01	1.306663921e-01	4.715865248e-01	-5.452777143e-01	-5.820905830e-01	1.603571247e+00	2.207895033e-01	1.309182620e+00	8.505142648e-01	1.593248507e+00	1.629797410e+00	-9.492815740e-02	-1.463721329e-01	1.235621874e-01	7.245250633e-01	-8.072605565e-01	9.172859413e-01	8.248149223e-01	-1.123681640e-01	1.282683048e-01	-2.694792008e-01	6.307156452e-02	1.099428213e+00	-2.210022684e+00	6.326917687e-01	-1.494440442e-01	9.171966054e-01	6.233475024e-01	6.041142236e-01	9.703295387e-01	1.574443762e+00
51	5.976424155e-01	1.176076997e+00	-1.146401307e-01	-6.566765325e-01	1.287408241e+00	-7.296986826e-01	-1.712368813e-01	9.217368129e-01	-4.511063772e-01	1.055119139e+00	-1.649911964e+00	-1.703802812e-01	2.011858551e-01	1.306663921e-01	4.715865248e-01	-5.452777143e-01	-4.995519596e-02	3.021553346e-03	2.207895033e-01	1.309182620e+00	8.505142648e-01	1.593248507e+00	9.190577699e-01	1.703938251e+00	3.266897968e-01	1.275415054e+00	-8.757234854e-01	2.153811979e-01	1.127461457e+00	-7.552947860e-01	-1.123681640e-01	1.282683048e-01	-2.694792008e-01	6.307156452e-02	1.777346542e+00	-8.366611475e-01	-7.448982774e-01	9.465248147e-02	-2.227957952e-01	3.710697790e-01	6.429213555e-01	7.459794708e-01	1.388900826e+00
52	1.063585871e+00	4.877319189e-01	8.054219669e-01	6.269968875e-01	1.287408241e+00	-7.296986826e-01	5.338587543e-01	-7.359166133e-01	-4.511063772e-01	1.055119139e+00	-2.795160550e-01	2.736639003e-01	3.351962998e-01	-9.557896951e-01	-4.686464944e-01	1.158368603e+00	-4.995519596e-02	3.021553346e-03	2.207895033e-01	1.309182620e+00	9.668953074e-01	6.094306693e-01	-8.905358517e-02	2.576394121e+00	1.881482272e+00	7.254518777e-02	-8.757234854e-01	2.153811979e-01	-7.281882241e-01	-2.059481723e+00	-1.123681640e-01	1.282683048e-01	-2.694792008e-01	6.307156452e-02	1.454028737e+00	-8.390166584e-01	-7.448982774e-01	9.465248147e-02	-2.227957952e-01	3.710697790e-01	6.485549679e-01	9.517945073e-01	1.600349475e+00
53	1.063585871e+00	4.877319189e-01	-9.719469888e-01	1.869596210e-01	1.287408241e+00	-7.296986826e-01	2.193960551e+00	9.949815523e-01	-4.511063772e-01	1.055119139e+00	-1.074945532e+00	-1.095646535e-01	3.351962998e-01	-9.557896951e-01	8.238722003e-01	-7.992965306e-02	-4.995519596e-02	3.021553346e-03	8.372587813e-01	-2.916626823e-01	9.668953074e-01	6.094306693e-01	-8.905358517e-02	2.576394121e+00	7.793203229e-01	1.036666178e+00	7.124133952e-01	8.319335510e-01	-4.780966401e-01	-1.570229375e+00	-1.123681640e-01	1.282683048e-01	-2.694792008e-01	6.307156452e-02	9.265411136e-01	-9.235035618e-01	-6.020093566e-01	2.874393288e-02	-2.227957952e-01	3.710697790e-01	7.521223570e-01	8.089498014e-01	1.561072158e+00
54	1.063585871e+00	4.877319189e-01	8.947023966e-01	1.631790285e-01	1.287408241e+00	-7.296986826e-01	1.552645028e+00	-7.950204761e-01	-1.135765395e+00	3.910038166e-01	-1.074945532e+00	-1.095646535e-01	-4.991444371e-01	-1.720554627e+00	8.238722003e-01	-7.992965306e-02	-4.995519596e-02	3.021553346e-03	-3.993237776e-01	-1.334730872e+00	2.411394363e-02	1.283050510e+00	-8.905358517e-02	2.576394121e+00	7.793203229e-01	1.036666178e+00	-1.083050669e-01	1.016739868e+00	-4.780966401e-01	-1.570229375e+00	-1.123681640e-01	1.282683048e-01	1.191363094e-01	-6.760487002e-01	-2.974333952e-01	9.369261981e-01	-6.020093566e-01	2.874393288e-02	-2.227957952e-01	3.710697790e-01	5.459334420e-01	1.034502757e+00	1.580436199e+00
55	1.063585871e+00	4.877319189e-01	5.364025245e-01	1.217229872e+00	1.287408241e+00	-7.296986826e-01	1.469430510e+00	-9.814143436e-01	-1.135765395e+00	3.910038166e-01	-8.483862191e-01	7.281486165e-02	2.510874520e-01	-9.731945248e-01	-9.612114953e-01	-9.816021710e-01	-1.081317947e+00	1.489267042e+00	-3.993237776e-01	-1.334730872e+00	2.411394363e-02	1.283050510e+00	2.817156992e-01	2.095755788e+00	7.793203229e-01	1.036666178e+00	-1.083050669e-01	1.016739868e+00	-1.376803244e+00	-1.132119352e+00	-1.123681640e-01	1.282683048e-01	1.191363094e-01	-6.760487002e-01	3.256815056e-02	-7.270934648e-01	-6.020093566e-01	2.874393288e-02	-2.227957952e-01	3.710697790e-01	6.297763869e-01	9.926322437e-01	1.622408631e+00
56	1.063585871e+00	4.877319189e-01	1.635797078e+00	-6.585168268e-01	1.287408241e+00	-7.296986826e-01	9.942524749e-01	3.013457458e-01	5.365005552e-01	1.364832041e+00	-8.483862191e-01	7.281486165e-02	-3.931808381e-01	8.096535329e-01	-9.612114953e-01	-9.816021710e-01	-1.081317947e+00	1.489267042e+00	8.937309414e-01	-1.164067299e+00	-8.680914114e-01	7.876484644e-01	2.817156992e-01	2.095755788e+00	3.865888996e-03	1.973996356e+00	1.786631881e+00	1.422018439e+00	2.015964461e-01	-7.685295604e-01	-1.123681640e-01	1.282683048e-01	1.191363094e-01	-6.760487002e-01	3.256815056e-02	-7.270934648e-01	8.456302318e-01	-8.926949147e-01	-5.327320929e-01	1.071714511e+00	7.799774940e-01	1.141228465e+00	1.921205959e+00
57	3.923123951e-01	5.944245032e-01	1.635797078e+00	-6.585168268e-01	1.287408241e+00	-7.296986826e-01	-5.674560317e-01	-7.335246468e-01	1.005323067e-01	4.464792278e-01	-5.290529356e-01	1.507310967e+00	-3.931808381e-01	8.096535329e-01	-9.612114953e-01	-9.816021710e-01	-1.081317947e+00	1.489267042e+00	8.937309414e-01	-1.164067299e+00	-8.680914114e-01	7.876484644e-01	5.855329965e-01	1.153072076e+00	3.865888996e-03	1.973996356e+00	5.215443783e-01	9.636660439e-02	2.015964461e-01	-7.685295604e-01	-1.123681640e-01	1.282683048e-01	1.191363094e-01	-6.760487002e-01	3.256815056e-02	-7.270934648e-01	-2.769244315e-01	-6.689209951e-01	-5.327320929e-01	1.071714511e+00	4.971580477e-01	9.282811063e-01	1.425439154e+00
58	3.923123951e-01	5.944245032e-01	4.532904292e-01	-1.047756425e+00	1.287408241e+00	-7.296986826e-01	8.416264246e-01	1.153177703e-01	1.819173087e+00	1.842065422e+00	-5.290529356e-01	1.507310967e+00	8.903142539e-01	-8.833502558e-02	-9.612114953e-01	-9.816021710e-01	-1.081317947e+00	1.489267042e+00	1.993299428e-01	-2.161651912e+00	5.520045656e-01	5.407348583e-01	4.237821441e-01	-3.935032923e-01	3.865888996e-03	1.973996356e+00	5.931423816e-01	-1.155993064e+00	-4.262663803e-01	-6.590532315e-01	-1.123681640e-01	1.282683048e-01	-1.234170187e+00	1.101659245e+00	7.760754306e-01	9.997620787e-01	-8.525627357e-01	-6.218984612e-01	-9.463485606e-01	-3.802580004e-01	7.009181330e-01	1.219982031e+00	1.920900164e+00
59	4.967332735e-01	-3.872770958e-03	5.593540366e-01	-6.367063311e-01	1.228039157e+00	8.541122221e-01	7.046874431e-01	1.381856546e+00	1.819173087e+00	1.842065422e+00	1.171139162e-01	1.233589373e+00	8.903142539e-01	-8.833502558e-02	-1.146399049e+00	-1.228811739e+00	7.166152418e-01	1.752369273e+00	6.684679918e-01	-2.358461688e+00	-1.253186358e-01	1.569687678e+00	4.237821441e-01	-3.935032923e-01	3.865888996e-03	1.973996356e+00	1.465796364e-01	-1.536050260e+00	1.209182963e+00	9.380554352e-01	-1.123681640e-01	1.282683048e-01	-1.234170187e+00	1.101659245e+00	-5.955356685e-01	-8.679800180e-01	-8.525627357e-01	-6.218984612e-01	-9.463485606e-01	-3.802580004e-01	7.073246594e-01	1.518999357e+00	2.226324016e+00
60	-3.707112133e-01	1.456637451e+00	-4.827265477e-01	-6.850871273e-01	7.967689405e-01	-9.044174960e-01	-6.785567239e-01	1.597141312e+00	1.494393382e-02	2.162695710e+00	1.171139162e-01	1.233589373e+00	1.118640736e-01	-1.005145572e-01	-1.146399049e+00	-1.228811739e+00	1.970679772e+00	2.149347058e-01	6.684679918e-01	-2.358461688e+00	8.680675637e-01	2.115435999e-01	4.237821441e-01	-3.935032923e-01	3.865888996e-03	1.973996356e+00	1.465796364e-01	-1.536050260e+00	1.209182963e+00	9.380554352e-01	-6.278698272e-01	9.181351952e-02	-1.234170187e+00	1.101659245e+00	-5.955356685e-01	-8.679800180e-01	-8.525627357e-01	-6.218984612e-01	-9.463485606e-01	-3.802580004e-01	6.724048976e-01	1.456503267e+00	2.128908164e+00
61	-6.273017723e-01	1.939113332e+00	3.208415230e-01	-3.165227126e-01	7.967689405e-01	-9.044174960e-01	-6.785567239e-01	1.597141312e+00	-1.806328364e+00	1.039190966e+00	1.171139162e-01	1.233589373e+00	1.118640736e-01	-1.005145572e-01	-1.146399049e+00	-1.228811739e+00	6.379869488e-01	-1.153351107e+00	6.684679918e-01	-2.358461688e+00	2.099386809e-01	8.394098432e-01	-3.468962612e-01	1.014538657e+00	3.865888996e-03	1.973996356e+00	1.465796364e-01	-1.536050260e+00	6.096083268e-01	1.487148700e+00	-6.278698272e-01	9.181351952e-02	-1.572220802e+00	4.849891463e-01	4.617215767e-01	-3.454602490e-01	2.213241139e-01	-1.805618364e+00	-9.463485606e-01	-3.802580004e-01	5.815132703e-01	1.610647127e+00	2.192160397e+00
62	-6.273017723e-01	1.939113332e+00	3.208415230e-01	-3.165227126e-01	8.572469549e-01	9.495703133e-01	-4.179260751e-01	6.164564372e-01	-2.331886269e-01	3.987479588e-01	3.323482745e-01	1.077449150e+00	1.118640736e-01	-1.005145572e-01	-1.146399049e+00	-1.228811739e+00	6.379869488e-01	-1.153351107e+00	6.684679918e-01	-2.358461688e+00	2.099386809e-01	8.394098432e-01	-3.468962612e-01	1.014538657e+00	-1.061504831e+00	1.888302910e+00	1.342559692e-01	3.400741946e-01	-5.604520988e-01	1.281576250e+00	4.167106577e-01	3.560232488e-01	-1.572220802e+00	4.849891463e-01	4.617215767e-01	-3.454602490e-01	2.213241139e-01	-1.805618364e+00	7.263147038e-01	-3.287727337e-01	4.405000023e-01	1.289096021e+00	1.729596024e+00
63	-6.273017723e-01	1.939113332e+00	3.208415230e-01	-3.165227126e-01	8.201208730e-01	1.715122694e-01	-1.079768608e+00	-3.709956425e-01	-2.331886269e-01	3.987479588e-01	3.323482745e-01	1.077449150e+00	1.118640736e-01	-1.005145572e-01	7.285352615e-01	-2.607860628e+00	-6.863735287e-01	7.201024890e-01	7.228891837e-02	-1.740149025e+00	-8.315630073e-01	-8.794634806e-01	2.902267217e-01	7.405122132e-01	-5.530815061e-01	7.591270390e-01	1.442870718e+00	-1.718487580e-01	7.261631329e-01	-3.762257961e-01	-4.609012202e-01	1.933192191e+00	-1.572220802e+00	4.849891463e-01	-4.534718091e-02	7.499303813e-01	-5.516568294e-01	-1.096331786e+00	-8.870560216e-01	5.494442557e-01	5.493881921e-01	1.190642248e+00	1.740030440e+00
64	-6.273017723e-01	1.939113332e+00	3.208415230e-01	-3.165227126e-01	8.201208730e-01	1.715122694e-01	-3.651587352e-01	-1.722862888e+00	-2.331886269e-01	3.987479588e-01	3.323482745e-01	1.077449150e+00	1.118640736e-01	-1.005145572e-01	7.285352615e-01	-2.607860628e+00	7.042504307e-01	-8.630106065e-01	4.307376737e-01	-2.919186529e-01	-1.472917600e+00	4.739005448e-01	-4.320855240e-01	1.838598488e+00	-1.907094204e-01	-2.532291492e-01	-9.577899219e-02	-1.257521705e+00	5.651188736e-01	-1.447091930e+00	2.221499228e-01	2.173752928e+00	-1.572220802e+00	4.849891463e-01	2.551172505e-01	4.556286342e-01	-5.516568294e-01	-1.096331786e+00	-2.115730861e+00	-5.885816039e-01	6.390021122e-01	1.493996660e+00	2.132998772e+00
